User Id;Username;Comment Text;Calon Pasangan ;sentimen 
35557367425;plantinmylife;Ya, gak usah dengerin janji2nya deh. Lihat orangnya saja, pilih. PS: 2 kali nyapres kalah ?? anis gak ada pengalaman di partai dan legislative ?? ganjar: pengalaman 2x birokrasi, legislatif, partai. Apalagi wakilnya MMD. Udah deh gak usah mikir2 ??;Ganjar-Mahfud;Netral
35557367425;plantinmylife;"@bangbebeaja haha iya. Setelah saya capek ""protes"" jkw mengangkangi konstitusi, ujung2nya gue damai dg alasan PS spesialis gagal capres. Anis gak pengalaman di legislation dan partai. Tinggal GP apalagi wakilnya MMD. Cusssss";https://www.instagram.com/plantinmylife;Negatif 
62886889178;ghazirmarzuqamin;Ganjar kerja nyata;Ganjar-Mahfud;Positif
58601222830;mariekacindy_;Selalu setia mendukung ganjar-mahfud. Pasangan paling kompeten dan tegas diantara yang lain.;Ganjar-Mahfud;Positif
56807795104;farrasjunisaf;hehehe tetap sederhana dan merakyat itu lah Pak Ganjar, Maju terus Pak Ganjar Kami Selalu mendukung mu apapun keputusannya. Semangat terus Pak;Ganjar-Mahfud;Positif
61936470744;fahaf1309;Kalo Ganjar Mahfud sih ga akan ghosting;Ganjar-Mahfud;Positif
61851583900;nesyuann;Tim percaya Ganjar Mahfud;Ganjar-Mahfud;Positif
61954301020;puriningrumm;Gaspol Pak Ganjar Mahfud.;Ganjar-Mahfud;Positif
62071641480;surodamar;Ganjar Mahfud sllu tepati janji;Ganjar-Mahfud;Positif
1089573850;alka_is_taqi;diantara smwnya Ganjar Mahfudz yg terbaik;Ganjar-Mahfud;Positif
6734464277;fdilard_;Ganjar Mahfud bertanggung jawab;Ganjar-Mahfud;Positif
58572172361;novaldybagus;Pasangan ganjar-mahfud punya visi dan misi yang jelas dan sudah teruji kredibilitasnya.;Ganjar-Mahfud;Positif
57677071898;mitha.tyalestari;@ryuji8174 nyata gundulmu gw rakyat solo gak liat UMR naik padahal beliau jabat 2x periode stuck aja. Kedua jalan2 banyak rusak & jembatan antar kecamatan di Tawangsari masih bambu. Lampu di Sukoharjo,Nguter,Tawangsari tiap malam lampu jalan dimatiin;Prabowo-Gibran ;Negatif 
1781017770;de_juno;Misi nya meneruskan ?? lah ga punya gagasan, artinya keliahatn banget anaknya yang bakal nerusin ?? dimulai dari yang di rubah. Maaf beribu maaf pak Jokowi anda baik dan bagus namun anda sungguh terlalu ??;Prabowo-Gibran ;Negatif 
3096768060;ranggabirza;@bangbebeaja hhh lu pasukan banteng??;https://www.instagram.com/ranggabirza;Negatif 
3096768060;ranggabirza;Diakan pasukan banteng;https://www.instagram.com/ranggabirza;Negatif 
50340316132;paklek_wae;Hanya orang gagu yang percaya dg janji politisi;https://www.instagram.com/paklek_wae;Negatif 
4276128377;budi_ikwan;Alll in pak Prabowo pokok e....??????;Prabowo-Gibran ;Positif
57443160168;bush.ronie;Semoga janji² Pak Prabowo, janji yg paling jujur dan tulus (rakyat kecil bs makan) walau tdk seenak makannya orang² kaya, tapi setidak-tidaknya rakyat kecil tdk sampai kelaparan ! A m i n !;Prabowo-Gibran ;Positif
6294310179;haripurnomohp;Nunggu mobil esemka yg sudah dipesan 6000 unit;https://www.instagram.com/haripurnomohp;Negatif 
59288370410;abduzain45;Anis baswedan;Anies-Muhaimin;Positif
1588609236;yubi.andira;JANGAN PILIH PARTAI YG SEDANG BERTIKAI, PASTI TIDAK AMANAH !! HANYA MEMENTINGKAN DIRI SENDIRI ATAU KELUARGA ??!!;https://www.instagram.com/yubi.andira;Netral
5359915894;donaelbifa;@kaizen_006 wadassss;https://www.instagram.com/donaelbifa;Netral
5359915894;donaelbifa;Janjinya yg paling masuk akal prabowo gibran .. ??;Prabowo-Gibran ;Positif
58254585259;sa_putra2377;Dalam lima 3th kedepan Ora beres langsung suruh turun ??????????;https://www.instagram.com/sa_putra2377;Netral
62923124066;niken_veronicaa;Selalu pak anies;Anies-Muhaimin;Positif
61401893746;fikaahrs;Saya sih tetap optimis pak Ganjar mampu membawa Indonesia lebih maju;Ganjar-Mahfud;Positif
62302999933;denaramdhani8;Semoga yah janji para capres kita ini ditepati. .. tapi yakin sih kalau sama pak Ganjar;Ganjar-Mahfud;Netral
62236284616;indrasaputra9419;Nah makanya kita harus LBH mengenal ke 3 capres ini ... Biar LBH tau siapa yg sangat amanah ..;https://www.instagram.com/indrasaputra9419;Netral
61728719577;richkipra;Sudah percaya banget sama pak Ganjar, sosok yg mengerti rakyat tentunya Ganjar pranowo;Ganjar-Mahfud;Positif
62330781997;rinamarlina888;Insyaallah sih kalau pak Ganjar akan amanah .. dgn jabatan yg diberikan oleh rakyat;Ganjar-Mahfud;Positif
61580484059;michel.leees;Pak Ganjar bukan hanya janji namun, sudah banyak pembuktian hasil kerja pak Ganjar yg berhasil;Ganjar-Mahfud;Positif
46055825006;ninawidi2557;Janji pak Ganjar-Mahfud realitis dan bakal terealisasi ..;Ganjar-Mahfud;Positif
62367857641;herninitta;Yg ga pernah ngeghosting cuman pak Ganjar doang .. ??;Ganjar-Mahfud;Netral
62336049186;juawitapras;Semangat terus pak Ganjar, kami percaya bapak orang baik;Ganjar-Mahfud;Positif
62706008881;ahmadsolihin876;Optimis dgn pilihan ... Pak Ganjar pasti amanah dgn janji2 nya untuk rakyat;Ganjar-Mahfud;Positif
62116565280;asri_setyan;Visi misi dri ketiga capres saya paling senang dengan visi misi pak Ganjar sih;Ganjar-Mahfud;Positif
62169504934;nisamaulida81;Bismillah ... Insyaallah memilih pak Ganjar adalah pilihan yg tepat ...;Ganjar-Mahfud;Positif
61968211445;kintansari65;Sejauh ini pak Ganjar sangat amanah ...;Ganjar-Mahfud;Positif
62483194932;ris.kapras;Ganjar sosok yg selalu mendengar aspirasi rakyat percaya deh;Ganjar-Mahfud;Positif
61635754615;sarahandini235;Suka sama pak Ganjar karna beliau amanah dan konsisten.. apalagi menyangkut rakyat;Ganjar-Mahfud;Positif
62343725377;susan.titara;Yakin dong dengan janji2 pak Ganjar yg realitis .. pasti memberikan yg terbaik untuk rakyat dan negara a;Ganjar-Mahfud;Positif
61406901411;tik.aads;Bismillah pak Ganjar pemimpin yg jujur dan amanah;Ganjar-Mahfud;Positif
2053511128;neeeeeessss_;yg lain sibuk umbar janji, pak Ganjar lebih ke aksi nyara;Ganjar-Mahfud;Positif
62413962895;firanatasya6;yg paling gak masuk akal, makan gratis ??;https://www.instagram.com/firanatasya6;Negatif 
61615704319;arasyi11_;gmna mau percaya janji politisi, janjinya pada ga masuk akal wkwk;https://www.instagram.com/arasyi11_;Negatif 
28501292225;doooiiiiii_;mending yg pasti2 aja deh, Pak Ganjarrr;Ganjar-Mahfud;Positif
62080809521;tarayuniasari;pak ganjar mah mana pernah umbar janji kek yg lain ??;Ganjar-Mahfud;Netral
61572149254;nala.dipha_;lg gabutuh janji manis, butuhnya aksi nyata;https://www.instagram.com/nala.dipha_;Netral
61788499062;maisya.dipta00;emang paling btul ya milih pak Ganjar, aksinya nyata adanya;Ganjar-Mahfud;Positif
2291062739;iiaaaaammmm_;klo janji2 doang mah, gw juga bisa ??;https://www.instagram.com/iiaaaaammmm_;Negatif 
61737503357;mina_ra21;emang bowleh se janji2 ituuu;https://www.instagram.com/mina_ra21;Negatif 
62889771561;jerryanggaranst;janji janji busyuukkk wkwk mending yg pasti kek pak Ganjar ygy;Ganjar-Mahfud;Positif
57456233491;bla_bliblu1;yang paling ga masuk akal tu ya bpjs gratis wkwk;https://www.instagram.com/bla_bliblu1;Negatif 
61517140070;titigallerys;Visi misi yang jelas mah cuma Ganjar Mahfud;Ganjar-Mahfud;Positif
62584706007;abrar.evann;janji doang, aksinya kapan wkwk mending pilih pak Ganjar ygy;Ganjar-Mahfud;Positif
59450310306;cacanilaam;Semoga bisa amanah semua;https://www.instagram.com/cacanilaam;Netral
62431152256;celin034;Ganjar selalu jadi pemimpin yang kami dukung demi Indonesia sejahtera;Ganjar-Mahfud;Positif
62098705516;capillaaaaa;Ganjar selalu no 1 hati;Ganjar-Mahfud;Positif
62025598253;safira0ya;Pak ganjar lah mana pasangan ya pak Mahfud lagi tambah joss;Ganjar-Mahfud;Positif
61820771094;mayb_eflower;Uhuyy Ganjar jaya;Ganjar-Mahfud;Positif
56374289033;kecapbang.ooo_;janji janji muluu, butuhnya aksi nih kek pak Ganjar;Ganjar-Mahfud;Positif
62409322073;celiineeya;Siap dukung capres Ganjar Pranowo;Ganjar-Mahfud;Positif
62454616841;moniiyaaaaa;Dukung Ganjar prioritas kami;Ganjar-Mahfud;Positif
61732897474;bitaagummy;Ini mah waktunya milih Ganjar Mahfud;Ganjar-Mahfud;Positif
26113147114;lalaajuaaa;Ganjar pilihan generasi z;Ganjar-Mahfud;Negatif 
55107028675;syafira_nur_havis;Ganjar jaya jaya jaya ????;Ganjar-Mahfud;Positif
49258556480;_xvyviraaaa;Ganjar presiden kita????;Ganjar-Mahfud;Positif
38451245552;havissaa;Pak ganjar aja lah hehehe ??;Ganjar-Mahfud;Positif
59630686640;itsjeanyall;Satu2 nya pilihan terbaik cuma Ganjar Mahfud;Ganjar-Mahfud;Positif
59056618749;iniarati;Semua akan pilih Ganjar pada waktunya;Ganjar-Mahfud;Positif
45023228023;billieellish146;pilih yg pasti pasti aja @ganjar_pranowo ????;Ganjar-Mahfud;Positif
45047592959;ilo_vebillieelish;Pilihan yg kerjanya nyata pak @ganjar_pranowo seorang;Ganjar-Mahfud;Positif
44996742569;sytabh;pilih pak @ganjar_pranowo aja yg kerja nyata;Ganjar-Mahfud;Positif
62883380328;baramaul04;Btuh kepemimpinan pak ganjar??;Ganjar-Mahfud;Positif
62710150271;florafaunia;Udah paling bener dukung Ganjarr Mahfud;Ganjar-Mahfud;Positif
62413656335;algynayaa;Bismillah Ganjar yang pasti bisa di percaya dan amanah;Ganjar-Mahfud;Positif
61556724938;rahmahia_;Pilih yg siap mengabdi kepada rakyat Indonesia seperti pak Ganjar;Ganjar-Mahfud;Positif
33660114645;taufiq_315;ANIES PRESIDEN ????????????;Anies-Muhaimin;Positif
1770902995;andisuparta;Saya ttp pilihan calon dari kalangan militer dibandingkan sipil.... Mau tinggi mau rendah elektabilitas nya  mudhn2 bisa menang,,,;Prabowo-Gibran ;Positif
20927744778;i_fitri2308;Orang yang Cari makan dengan cara bohong..nggak berkat buat anak cucu..;Prabowo-Gibran ;Negatif 
1724171379;nofinpk_;Survei bisa dibayar kan;Anies-Muhaimin;Negatif 
11769118115;angga_apry20;@ongokxx lah emang pemilu lewat survei, seumur2 gua tinggal di kota gk pernah tu di tanya masalah survei dan org di sekitaran gua juga g pernah tu di tanya servei ??????;https://www.instagram.com/angga_apry20;Negatif 
52814462325;brian_dwisaputro;Buzzer Amin nangis melihat ini;Anies-Muhaimin;Negatif 
52814462325;brian_dwisaputro;ALL IN PRABOWO GIBRAN????;Prabowo-Gibran ;Positif
3306832039;cancan_kucing_cantik;Vox populi, vox dei;https://www.instagram.com/cancan_kucing_cantik;Negatif 
894418089;maheswarapic;Dobol;https://www.instagram.com/maheswarapic;Negatif 
4035913482;rahmat_jn;@angga_apry20 pemilu memang bukan lewat survei dek, tetapi tema yg di upload kau baca sendiri itu diatas itu. ??;https://www.instagram.com/rahmat_jn;Netral
1491467738;aidilnurulakbar;Semua orang tau klo survei itu tergantung siapa yg bayar ????.;https://www.instagram.com/aidilnurulakbar;Negatif 
48376561007;azka.dewi88;Yg merah dan kuning nyogok survei;https://www.instagram.com/azka.dewi88;Negatif 
1926703593;bangpoerslalu;"Saya tidak berubah dari dulu sampai sekarang dukung Jokowi.
2014 saya lawan Prabowo
2019 masih lawan Prabowo
2024 saya kembali lawan Prabowo
Saya masih konsisten Pak.";https://www.instagram.com/bangpoerslalu;Netral
1479053317;zuzus_07;Di komentar Postinganmu Anies Baswedan yg unggul min????;Anies-Muhaimin;Positif
3243969259;bro1648;Tumben muka pak ganjar tidak ngamuk;Ganjar-Mahfud;Negatif 
4931318503;beephotographydesign;Yang komen Anis kebanyakan survey nya dari dulu Anis terbawah aja...survey tululll;Anies-Muhaimin;Negatif 
6839691389;yusufad1;Oh cnn ya? Ok ok ??;https://www.instagram.com/yusufad1;Negatif 
62088130306;eropamotortua;@joze.morinyo mimpi smpe ngiler??;https://www.instagram.com/eropamotortua;Negatif 
1087698047;ririnoktavia3;Knp fotonya yg di tengan hrs pak ganjar?? ????;Ganjar-Mahfud;Negatif 
28403128406;fusss_24;Lah kok pak Anis dikit ya hehe indikator nya udah di sistem ya hehe bukan su'udzon tp wanti wanti aja;Anies-Muhaimin;Negatif 
1635059225;steve_batara;"Menurut saya ini waktunya pak jokowi ""lepas"" dr banteng. Si ""merah"" selama menang 2 periode minta jatah proyek terus di seluruh indonesia dr proyek besar sampai receh dan tdk disisakan , bnr gak pakde @jokowi ?";https://www.instagram.com/steve_batara;Negatif 
7310047837;bungsu_terate1922;Survey bal abal;https://www.instagram.com/bungsu_terate1922;Negatif 
2167132841;herdi_yuliant;@aladam20 ga sudi;https://www.instagram.com/herdi_yuliant;Negatif 
2167132841;herdi_yuliant;@joze.morinyo koe dewekan;https://www.instagram.com/herdi_yuliant;Negatif 
55727012528;enthusiasm.positive;Team Pak Anies pokonya No banteng banteng;Anies-Muhaimin;Positif
5320679261;v2_mrl;Ganjar-Mahfud donk pasti menang, Gbus ??;Ganjar-Mahfud;Positif
9853949417;bunda_seanna;Anis....anis..anis....kapan pula buat surveinya???????brarti kita2 yg beribu2 ini blm masuk dong??;Anies-Muhaimin;Negatif 
146174757;fauzibakhtiar;Buzzer 2;https://www.instagram.com/fauzibakhtiar;Negatif 
2101374182;enuy_raina;Amin;Anies-Muhaimin;Netral
1496633234;adhiegr;Ga pernah unggul tpi klo lagi safari paling rame wkwkwk;https://www.instagram.com/adhiegr;Negatif 
60094230510;dodskids;Jangan percaya survei saya lebih percaya pak Anies mimpin negri ini 2024;Anies-Muhaimin;Netral
62962352177;konoha_republik;Seandainya Jokowi mengkhianati konstitusi terus Gibran di calonkan di PDIP, pasti demo berjilid2, rusuh dimana mana itu, karena pendukung om Wowo memang brutal2 & mudah terbakar.;Prabowo-Gibran ;Negatif 
1806861698;wibisono_alghaniyy;Anis??;Anies-Muhaimin;positif
60665757959;ranny9620;@joze.morinyo betul jakarta jg siap mas??;Anies-Muhaimin;Netral
60665757959;ranny9620;@rahmat_jn AMIN no debat;Anies-Muhaimin;positif
46721070720;all.happensz;Ganjar iku Petugas Partai, Menteri semua urusan bj Ketum, salah Jokowi mengira Ganjar punya POWER;Ganjar-Mahfud;Negatif 
5500421944;rifaiaza;@joze.morinyo Yo bebas ngomong , tapi oraa masukkk;https://www.instagram.com/rifaiaza;Netral
7992862798;dudyluqman;Tergantung order an siapa Lembaga survey nya??;https://www.instagram.com/dudyluqman;Netral
1262874242;mex_kendai;Wkwkwk ngawur disini pada anis semua ??;Anies-Muhaimin;Negatif 
30967027714;sun_6753;1M% AMIN;Anies-Muhaimin;Positif
7754672077;juvegood99;Lawak nih.. perkotaan mana mau milih ganjar.. amin yg berjaya di perkotaan.. Putaran kedua untuk Amin dan Prabowo.. kalau banteng masuk kandang aja. .;Anies-Muhaimin;Negatif 
55258647550;fauziusman30;Mohon maaaaaaf pak!!! Kepada lembaga survei, sadarlah rakyat yang berada di manapun sudah sadar dan cerdas mendeklarasikan pasangan AMIN sebagai presiden dan wakil presiden Republik indonesia???? tahun 2024. Ketahuilah dan renungkan pendukung pasangan AMIN sudah merata keberbagai daerah-daerah, desa-desa dan rakyat sudah tidak percaya lagi dengan survei-surveian kebanyakan bohongnya dan rekayasa, pesanan.;Anies-Muhaimin;positif
25483009884;pukistelor;Saya hanya percaya kepada Allah, manusia ga bisa dipercaya.;https://www.instagram.com/pukistelor;Netral
25483009884;pukistelor;dulu pemilihan gubernur jakarta, bnyak berita hoaks. Akhirnya atas izin Allah terpilih resmi ??;Anies-Muhaimin;Netral
45026835190;dzkinwwf_07;AMIN ????;Anies-Muhaimin;Positif
1485206565;septiani_ekaa;tiap ku tengok komen d mana2 anis yg dominan, tp kenapa d survey anis selalu rendah banget hasilnya...;Anies-Muhaimin;Netral
8564467209;mr_miu86;Saya prabowo, tidak suka boneka.... lebih baik pemimpin partai daripada petugas partai ??;Prabowo-Gibran ;positif
3071777772;prabucatering;Siapapun nantinya yang jadi presiden.. Semoga membawa Indonesia menjadi lebih baik. Lagi dan lagi;https://www.instagram.com/prabucatering;Netral
4172408554;alfian_iprik_iprik;Prabowo win;Prabowo-Gibran ;positif
16870716335;toyotaastrido.btl;??;https://www.instagram.com/toyotaastrido.btl;Netral
47231951991;idahamidah158;g percaya SM ni survei;https://www.instagram.com/idahamidah158;Negatif 
2025120610;sonixsheber;slh kui ????;https://www.instagram.com/sonixsheber;Negatif 
54164728930;ivanm1308;Ruuaaarrrr..... biasa.... anies selalu teratas walaupun persentase nya lebih kecil ??????;Anies-Muhaimin;positif
4093014720;martunis_6225;Kalau dari masyarakat ke masyarakat aku sering dengar  Anies, tapi kenapa selalu sikit di pollingnnya ya?;Anies-Muhaimin;Netral
262325686;frisiliaayu;Wkwkwkw yang komen buzzer semua, isi post akunnya sama wkwkwkwkwkwk????????;https://www.instagram.com/frisiliaayu;Negatif 
3103226152;diotriwijaya_;Prabowo.;Prabowo-Gibran ;Positif
1512867576;ajolis_nasa;Kami ngak butuh survey, yg kami butuhkan kenyataan di lapangan;https://www.instagram.com/ajolis_nasa;Netral
45226986802;ariefrhmn_k;Yang pilih ganjar itu biasa nya buzzer;Ganjar-Mahfud;Negatif 
6256053577;icoenk_sryd;Survay survey taeee;https://www.instagram.com/icoenk_sryd;Negatif 
7336545758;harisetiawan992;Tp yg komen banyak amin eh ??;Anies-Muhaimin;Positif
1781255189;faridahhasan_;"Preeeetlah survey abal"" jngn dipercaya...pesaing syirik dengki susah....cb lah melek matamu...dilapangan anies ga ada tandingannya";Anies-Muhaimin;Negatif 
46443726981;dmamodm;@joze.morinyo kasihan;https://www.instagram.com/dmamodm;Negatif 
61168597863;ydfahs;@_febrian_syah_ mantapkan;https://www.instagram.com/ydfahs;Netral
51126851867;borneo12a;Saya juga aniiiis;Anies-Muhaimin;Positif
3664270537;aguspratomo02;Pak Anies Baswedan Insyaa Alloh Presiden RI 2024;Anies-Muhaimin;Positif
40527889071;adamjacksparrow;Prett;https://www.instagram.com/adamjacksparrow;Negatif 
47811846852;aguskurniawan1410;Keren ya tukang survey nya????, keren bohongnya;https://www.instagram.com/aguskurniawan1410;Negatif 
9959327398;asepncep_;Cuma Pa. Ganjar yg punya visi dan misi jelas, cuma Pa. Ganjar yg mementingkan rakyat, cuma Pa. Ganjar yg pro rakyat, maka dari itu kita doakan supaya Pa. Ganjar tetap jadi rakyat. Hidup Pa. Ganjar!!!;Ganjar-Mahfud;positif
482879741;idahikaru;Semoga ga curang untuk yg kedua kali wkwk;https://www.instagram.com/idahikaru;Netral
15985513967;aguscnd22;Survei bayaran;https://www.instagram.com/aguscnd22;Negatif 
1931834529;debora_banu;fokus untuk negara hanya orang tengah  pa danganya terarah untuk menyelesaikan masalah negara  sangat serius  dalam kerangka berpikir;https://www.instagram.com/debora_banu;Netral
60179199663;irwanty_rayana;"Hidup lagi capek""nya eh malah dikatain suami?? btw Ada gak sih yg tau solusinya biar punya pyd bagus ?? capek banget dikatain suami mulu??";https://www.instagram.com/irwanty_rayana;Negatif 
4590531109;awalsetiawan46;@aladam20 coba @cnnidpolitik sertakan gambar 1 aja di kota/desa yg sama saat 3 calon kampanye, kita lihat sendri jumlah pendukungnya??????;https://www.instagram.com/awalsetiawan46;Netral
54346988250;uminurazahro;"@irwanty_rayana Saya bantu spil kak kali aja bisa bantu, kebetulan saya & tmn"" arisan juga udh cobain sampai sekarang rata"" semyanya berhasil berkat Program @asetwanita.co jadi suami makin gak bisaa diem kalau dikamar ????";https://www.instagram.com/uminurazahro;Netral
3754255249;suhartini.31;@uminurazahro Lohh...di @asetwanita.co juga tah mba???? sebenernya sih agak malu iyaaa kalau mau crita disini?? tapi emang bener sih sebagus itu karena saya pun salah satu korbannya yg merasa terbantu ??;https://www.instagram.com/suhartini.31;Netral
4484000198;y_nikars;@ajengoktavvia iya apalagi mereka pakai foto profil orang lain, bukan hanya di Instagram, tiktok juga banyak??;https://www.instagram.com/y_nikars;pneg
62441755726;thom.son7182;?????????? Prabowo ??;Prabowo-Gibran ;positif
3950545973;ajengoktavvia;@y_nikars awalnya gak percaya, loh ko dilihat bener ??;https://www.instagram.com/ajengoktavvia;Netral
3895262351;hamzah.ya;seorang anies gabutuh survei elektabilitas, karna itu awal mula karangan kecurangan dari si 2 kaki??;Anies-Muhaimin;Negatif 
56912768158;kuliner.makjoss;Komen yang dicari cari;https://www.instagram.com/kuliner.makjoss;Netral
2302315705;ambrosius_jimm;Anies yg konsisten dari dulu.. gk sia2 deklarasi duluan ??;Anies-Muhaimin;positif
8230207771;yudhibunga;Surepay;https://www.instagram.com/yudhibunga;Negatif 
40997013661;huseinalamrie_;Survey ini yang nyurvey siapa dan siapa yg di survey ?? Kok gue gak pernah liat org survey padahal tiap hari keliling kota;https://www.instagram.com/huseinalamrie_;Negatif 
586845884;dendy_ermawan;udah jelas di ig manapun smua yg komentar pasti mayoritas anis, tp survey nya malah pro ke lain, ntah siapa yg di survey.;https://www.instagram.com/dendy_ermawan;Netral
586845884;dendy_ermawan;@prabowo.gibran.im kasian ??;Prabowo-Gibran ;Netral
4460658556;delapanpuluhkg;Survei nya bisa di bayar ini;https://www.instagram.com/delapanpuluhkg;Netral
59298584593;icapermanaa;AMIN jadi Aamiin??;Anies-Muhaimin;Positif
6912819788;dwijanarka;Mending golput ??;https://www.instagram.com/dwijanarka;Negatif 
4553647274;rositaummuhilya;Amin insyaa Allah;Anies-Muhaimin;Positif
1485703725;kopisusuclassy;Tombol gak percaya ????;https://www.instagram.com/kopisusuclassy;Negatif 
2300658729;didikkurniawan377;Heran apa sih alasan ada yg milih ganjar?serius nanya;Ganjar-Mahfud;Negatif 
1932674623;kkey.77;Prabowo Gibran 2024 ??;Prabowo-Gibran ;positif
8738307046;bertusaja_;Waduh kok wowo ??;Prabowo-Gibran ;Negatif 
62107426121;jhony.deef;Orang cerdas pasti pilih anis baswedan????;Anies-Muhaimin;Positif
12564595348;bayu_wirahmawan;cukup liat yg ngelike komen, rata2 paling banyak like anies amin. kalo survey2 an mah abal abal;Anies-Muhaimin;Negatif 
7027494952;nizhamalkfy;Ganjar atau Anies oke, setidaknya tidak ngakalin keputusan UU;Anies-Muhaimin;Netral
7062064671;gabrielhagana_;sumatra utara prabowo. banteng kita istirahat dulu yoo..;Prabowo-Gibran ;positif
3514326656;ikram_mullah993;Orang jahat hanya punya satu cara untuk melakukan kejahatan, dan akan selalu malakukan cara yg sama dalam setiap kejahatannya,, sedangkan org baik punya seribu cara untuk melakukan kebaikan, dan selalu punya cara yg berbeda untu setiap kebaikannya..;Anies-Muhaimin;Netral
16097087154;amarzyen;anis;Anies-Muhaimin;Negatif 
5767481852;oemmyaysegul;Lucu;https://www.instagram.com/oemmyaysegul;Negatif 
48114455900;emrshoo;@sujiwo99 prestasi ganjar apa pak? Biar kami agak sadar juga mau milih. Soalnya kayak bnyak anis prestasi nya;Ganjar-Mahfud;Negatif 
62178967205;om.torus.46;@sujiwo99 apa prestasi nya ganjar ?;Ganjar-Mahfud;Negatif 
7162074316;bambang__sutrisno;Cari yang muda biar energik;Prabowo-Gibran ;positif
6439755222;esa_lebdomituhu;@sujiwo99 kalo pengalaman maruf amin juga pengalaman??;https://www.instagram.com/esa_lebdomituhu;Netral
30908015574;kris_diyani;@lisnadyahri saya inget ucapan gusdur si,pemimpin yg tulus terhadap rakyatnya ya Prabowo cyubianto;Prabowo-Gibran ;Positif
55356569296;liefonita;Aku mah gak tau ah. Gimana ya;https://www.instagram.com/liefonita;Netral
1833522860;_iska1796;@sujiwo99  Kali ini Prabowo-Gibran dulu pak, ????;Prabowo-Gibran ;Positif
11398393704;ilen__;Gusdur Jokowi ??;https://www.instagram.com/ilen__;Netral
526040983;aang.wiadi;Buat w ga usah muluk2, siapapun yang bisa membuat parkiran alfa - indomart gratis dia layak jadi presiden indonesia;https://www.instagram.com/aang.wiadi;Negatif 
2001655837;khukuhsp;@lisnadyahri ganjar teruji dmn ka,,? jdi gub jateng aja jdi provinsi termiskin..;https://www.instagram.com/khukuhsp;Negatif 
34742488258;agam.biasaaja;Baru 1 pemuda aja udh heboh apalagi 10;Prabowo-Gibran ;Positif
60579698671;yralamalewa;@panel.pedia_ jika km.pilih prabowo gibran berarti km memilih pemimpin yg mengahalalkan segala cara untuk menjd pemimpin di negri ini;Prabowo-Gibran ;Negatif 
3999962261;jenejet;hahaha suka bener kalo ngomong berpengalaman dalam hal korupsi ??;Prabowo-Gibran ;Negatif 
3219384998;putrathp_;@sujiwo99 betul pak, saya stuju pilih G-M untuk kalah suara;Ganjar-Mahfud;Negatif 
